抽せん日,予測番号,当選本数字,一致数,等級,信頼度,出力元,予測番号インデックス
2010-01-21,"[1, 6, 9]","[2, 3, 6]",1,はずれ,5.9738,BaseModel,予測5
2010-01-22,"[0, 5, 7]","[2, 5, 8]",1,はずれ,5.782,BaseModel,予測1
2010-01-22,"[2, 5, 8]","[2, 5, 8]",3,ストレート,6.5779,BaseModel,予測2
2010-01-22,"[7, 8, 9]","[2, 5, 8]",1,はずれ,6.0669,BaseModel,予測3
2010-01-22,"[1, 7, 8]","[2, 5, 8]",1,はずれ,6.0389,BaseModel,予測4
2010-01-22,"[1, 5, 9]","[2, 5, 8]",1,はずれ,5.9668,BaseModel,予測5
2010-01-25,"[1, 3, 4]","[0, 2, 9]",0,はずれ,5.8877,BaseModel,予測1
2010-01-25,"[0, 2, 9]","[0, 2, 9]",3,ストレート,6.6129,BaseModel,予測2
2010-01-25,"[3, 4, 9]","[0, 2, 9]",1,はずれ,6.0151,BaseModel,予測3
2010-01-25,"[1, 3, 7]","[0, 2, 9]",0,はずれ,5.985,BaseModel,予測4
2010-01-25,"[0, 7, 9]","[0, 2, 9]",2,はずれ,5.9234,BaseModel,予測5
2010-01-26,"[4, 6, 8]","[4, 5, 2]",1,はずれ,5.9388,BaseModel,予測1
2010-01-26,"[2, 4, 5]","[4, 5, 2]",3,ボックス,6.4638,BaseModel,予測2
2010-01-26,"[3, 8, 9]","[4, 5, 2]",0,はずれ,6.0963,BaseModel,予測3
2010-01-26,"[2, 7, 9]","[4, 5, 2]",1,はずれ,6.0606,BaseModel,予測4
2010-01-26,"[1, 3, 7]","[4, 5, 2]",0,はずれ,5.985,BaseModel,予測5
2010-01-27,"[3, 7, 8]","[2, 2, 7]",1,はずれ,6.0046,BaseModel,予測1
2010-01-27,"[2, 2, 7]","[2, 2, 7]",2,ストレート,6.6339,BaseModel,予測2
2010-01-27,"[5, 8, 9]","[2, 2, 7]",0,はずれ,6.0249,BaseModel,予測3
2010-01-27,"[1, 3, 7]","[2, 2, 7]",1,はずれ,5.985,BaseModel,予測4
2010-01-27,"[1, 6, 8]","[2, 2, 7]",0,はずれ,5.9668,BaseModel,予測5
2010-01-28,"[4, 6, 9]","[4, 2, 2]",1,はずれ,5.9857,BaseModel,予測1
2010-01-28,"[7, 8, 9]","[4, 2, 2]",0,はずれ,6.0732,BaseModel,予測2
2010-01-28,"[1, 3, 8]","[4, 2, 2]",0,はずれ,6.0662,BaseModel,予測3
2010-01-28,"[0, 1, 2]","[4, 2, 2]",1,はずれ,5.9073,BaseModel,予測4
2010-01-29,"[5, 8, 9]","[5, 6, 2]",1,はずれ,6.0578,BaseModel,予測1
2010-01-29,"[2, 5, 6]","[5, 6, 2]",3,ボックス,6.5037,BaseModel,予測2
2010-01-29,"[1, 3, 7]","[5, 6, 2]",0,はずれ,5.9871,BaseModel,予測3
2010-01-29,"[3, 7, 8]","[5, 6, 2]",0,はずれ,5.9738,BaseModel,予測4
2010-01-29,"[0, 7, 9]","[5, 6, 2]",0,はずれ,5.9626,BaseModel,予測5
2010-02-01,"[3, 4, 7]","[3, 5, 1]",1,はずれ,5.8989,BaseModel,予測1
2010-02-01,"[2, 7, 9]","[3, 5, 1]",0,はずれ,6.0753,BaseModel,予測2
2010-02-01,"[2, 6, 8]","[3, 5, 1]",0,はずれ,6.0228,BaseModel,予測3
2010-02-01,"[1, 3, 7]","[3, 5, 1]",2,はずれ,5.9871,BaseModel,予測4
2010-02-01,"[1, 4, 8]","[3, 5, 1]",1,はずれ,5.9472,BaseModel,予測5
2010-02-02,"[2, 6, 8]","[2, 5, 2]",1,はずれ,6.0557,BaseModel,予測1
2010-02-02,"[2, 7, 8]","[2, 5, 2]",1,はずれ,6.1306,BaseModel,予測2
2010-02-02,"[2, 6, 9]","[2, 5, 2]",1,はずれ,6.1005,BaseModel,予測3
2010-02-02,"[2, 7, 9]","[2, 5, 2]",1,はずれ,6.0753,BaseModel,予測4
2010-02-02,"[5, 6, 9]","[2, 5, 2]",1,はずれ,5.9423,BaseModel,予測5
2010-02-03,"[1, 4, 9]","[6, 7, 7]",0,はずれ,5.9941,BaseModel,予測1
2010-02-03,"[6, 7, 7]","[6, 7, 7]",2,ストレート,6.4729,BaseModel,予測2
2010-02-03,"[1, 7, 9]","[6, 7, 7]",1,はずれ,6.0242,BaseModel,予測3
2010-02-03,"[4, 6, 8]","[6, 7, 7]",1,はずれ,5.9451,BaseModel,予測4
2010-02-03,"[2, 4, 7]","[6, 7, 7]",1,はずれ,5.9276,BaseModel,予測5
2010-02-04,"[3, 4, 8]","[8, 2, 9]",1,はずれ,5.9794,BaseModel,予測1
2010-02-04,"[2, 8, 9]","[8, 2, 9]",3,ボックス,6.797,BaseModel,予測2
2010-02-04,"[1, 2, 9]","[8, 2, 9]",2,ミニ,6.1089,BaseModel,予測3
2010-02-04,"[2, 3, 8]","[8, 2, 9]",2,はずれ,6.0606,BaseModel,予測4
2010-02-04,"[4, 5, 9]","[8, 2, 9]",1,はずれ,5.9556,BaseModel,予測5
2010-02-05,"[5, 6, 7]","[9, 3, 2]",0,はずれ,5.8604,BaseModel,予測1
2010-02-05,"[2, 3, 9]","[9, 3, 2]",3,ボックス,6.7438,BaseModel,予測2
2010-02-05,"[2, 6, 9]","[9, 3, 2]",2,はずれ,6.0774,BaseModel,予測3
2010-02-05,"[1, 3, 7]","[9, 3, 2]",1,はずれ,5.9955,BaseModel,予測4
2010-02-05,"[0, 1, 2]","[9, 3, 2]",1,はずれ,5.922,BaseModel,予測5
2010-02-08,"[0, 5, 8]","[7, 4, 7]",0,はずれ,5.8772,BaseModel,予測1
2010-02-08,"[4, 7, 7]","[7, 4, 7]",2,ボックス,6.4589,BaseModel,予測2
2010-02-08,"[1, 7, 8]","[7, 4, 7]",1,はずれ,6.0515,BaseModel,予測3
2010-02-08,"[0, 2, 8]","[7, 4, 7]",0,はずれ,5.9759,BaseModel,予測4
2010-02-08,"[0, 4, 7]","[7, 4, 7]",2,ミニ,5.8135,BaseModel,予測5
2010-02-09,"[2, 5, 9]","[3, 5, 0]",1,はずれ,6.0788,BaseModel,予測1
2010-02-09,"[1, 8, 9]","[3, 5, 0]",0,はずれ,6.1089,BaseModel,予測2
2010-02-09,"[3, 6, 8]","[3, 5, 0]",1,はずれ,6.0067,BaseModel,予測3
2010-02-09,"[0, 1, 2]","[3, 5, 0]",1,はずれ,5.9241,BaseModel,予測4
2010-02-09,"[3, 5, 6]","[3, 5, 0]",2,はずれ,5.8513,BaseModel,予測5
2010-02-10,"[4, 6, 7]","[2, 9, 5]",0,はずれ,5.8793,BaseModel,予測1
2010-02-10,"[2, 5, 9]","[2, 9, 5]",3,ボックス,6.6759,BaseModel,予測2
2010-02-10,"[1, 2, 9]","[2, 9, 5]",2,はずれ,6.1173,BaseModel,予測3
2010-02-10,"[2, 3, 8]","[2, 9, 5]",1,はずれ,6.0711,BaseModel,予測4
2010-02-10,"[1, 2, 8]","[2, 9, 5]",1,はずれ,6.0375,BaseModel,予測5
2010-02-11,"[4, 6, 8]","[7, 2, 6]",1,はずれ,5.9514,BaseModel,予測1
2010-02-11,"[2, 6, 7]","[7, 2, 6]",3,ボックス,6.5849,BaseModel,予測2
2010-02-11,"[3, 7, 9]","[7, 2, 6]",1,はずれ,6.0396,BaseModel,予測3
2010-02-11,"[3, 7, 8]","[7, 2, 6]",1,はずれ,6.0242,BaseModel,予測4
2010-02-11,"[1, 2, 3]","[7, 2, 6]",1,はずれ,5.9885,BaseModel,予測5
2010-02-12,"[1, 3, 4]","[9, 5, 9]",0,はずれ,5.9031,BaseModel,予測1
2010-02-12,"[4, 8, 9]","[9, 5, 9]",1,はずれ,6.0543,BaseModel,予測2
2010-02-12,"[3, 4, 8]","[9, 5, 9]",0,はずれ,5.9549,BaseModel,予測3
2010-02-12,"[0, 5, 9]","[9, 5, 9]",2,ミニ,5.9325,BaseModel,予測4
2010-02-12,"[0, 1, 2]","[9, 5, 9]",0,はずれ,5.9304,BaseModel,予測5
2010-02-15,"[1, 2, 3]","[7, 6, 8]",0,はずれ,6.0242,BaseModel,予測1
2010-02-15,"[6, 7, 8]","[7, 6, 8]",3,ボックス,6.5779,BaseModel,予測2
2010-02-15,"[1, 7, 8]","[7, 6, 8]",2,はずれ,5.9591,BaseModel,予測3
2010-02-15,"[2, 4, 5]","[7, 6, 8]",0,はずれ,5.9024,BaseModel,予測4
2010-02-16,"[2, 3, 5]","[1, 3, 5]",2,ミニ,5.992,BaseModel,予測1
2010-02-16,"[4, 8, 9]","[1, 3, 5]",0,はずれ,6.0606,BaseModel,予測2
2010-02-16,"[1, 2, 5]","[1, 3, 5]",2,はずれ,5.9584,BaseModel,予測3
2010-02-16,"[3, 5, 8]","[1, 3, 5]",2,はずれ,5.9486,BaseModel,予測4
2010-02-16,"[0, 1, 2]","[1, 3, 5]",1,はずれ,5.9304,BaseModel,予測5
2010-02-17,"[0, 2, 7]","[0, 7, 1]",2,はずれ,5.915,BaseModel,予測1
2010-02-17,"[0, 1, 7]","[0, 7, 1]",3,ボックス,6.4239,BaseModel,予測2
2010-02-17,"[2, 7, 8]","[0, 7, 1]",1,はずれ,6.1607,BaseModel,予測3
2010-02-17,"[2, 4, 8]","[0, 7, 1]",0,はずれ,6.0536,BaseModel,予測4
2010-02-17,"[3, 6, 9]","[0, 7, 1]",0,はずれ,6.0354,BaseModel,予測5
2010-02-18,"[2, 3, 4]","[2, 3, 2]",2,はずれ,6.0025,BaseModel,予測1
2010-02-18,"[3, 6, 9]","[2, 3, 2]",1,はずれ,6.0683,BaseModel,予測2
2010-02-18,"[4, 6, 9]","[2, 3, 2]",0,はずれ,5.9759,BaseModel,予測3
2010-02-18,"[1, 6, 8]","[2, 3, 2]",0,はずれ,5.9528,BaseModel,予測4
2010-02-18,"[1, 5, 7]","[2, 3, 2]",0,はずれ,5.8534,BaseModel,予測5
2010-02-19,"[4, 5, 8]","[6, 5, 0]",1,はずれ,5.9262,BaseModel,予測1
2010-02-19,"[2, 5, 9]","[6, 5, 0]",1,はずれ,6.069,BaseModel,予測2
2010-02-19,"[1, 7, 8]","[6, 5, 0]",0,はずれ,6.0683,BaseModel,予測3
2010-02-19,"[1, 6, 8]","[6, 5, 0]",1,はずれ,5.9857,BaseModel,予測4
2010-02-19,"[0, 2, 7]","[6, 5, 0]",1,はずれ,5.9234,BaseModel,予測5
2010-02-22,"[1, 2, 8]","[7, 3, 8]",1,はずれ,6.0858,BaseModel,予測1
2010-02-22,"[3, 7, 8]","[7, 3, 8]",3,ボックス,6.6269,BaseModel,予測2
2010-02-22,"[3, 8, 9]","[7, 3, 8]",2,はずれ,6.1558,BaseModel,予測3
2010-02-22,"[2, 5, 9]","[7, 3, 8]",0,はずれ,6.0711,BaseModel,予測4
2010-02-22,"[6, 7, 8]","[7, 3, 8]",2,はずれ,5.9696,BaseModel,予測5
2010-02-23,"[0, 5, 6]","[0, 6, 3]",2,はずれ,5.8135,BaseModel,予測1
2010-02-23,"[1, 2, 9]","[0, 6, 3]",0,はずれ,6.2041,BaseModel,予測2
2010-02-23,"[0, 8, 9]","[0, 6, 3]",1,はずれ,6.0312,BaseModel,予測3
2010-02-23,"[2, 4, 8]","[0, 6, 3]",0,はずれ,6.027,BaseModel,予測4
2010-02-23,"[4, 5, 9]","[0, 6, 3]",0,はずれ,5.9794,BaseModel,予測5
2010-02-24,"[1, 4, 5]","[1, 7, 9]",1,はずれ,5.8457,BaseModel,予測1
2010-02-24,"[1, 7, 9]","[1, 7, 9]",3,ストレート,6.6479,BaseModel,予測2
2010-02-24,"[2, 7, 8]","[1, 7, 9]",1,はずれ,6.1719,BaseModel,予測3
2010-02-24,"[2, 5, 9]","[1, 7, 9]",1,はずれ,6.1047,BaseModel,予測4
2010-02-24,"[2, 4, 6]","[1, 7, 9]",0,はずれ,5.9444,BaseModel,予測5
2010-02-25,"[0, 5, 8]","[3, 8, 9]",1,はずれ,5.901,BaseModel,予測1
2010-02-25,"[3, 8, 9]","[3, 8, 9]",3,ストレート,6.7669,BaseModel,予測2
2010-02-25,"[2, 7, 9]","[3, 8, 9]",1,はずれ,6.1236,BaseModel,予測3
2010-02-25,"[0, 2, 8]","[3, 8, 9]",1,はずれ,5.9969,BaseModel,予測4
2010-02-25,"[0, 2, 3]","[3, 8, 9]",1,はずれ,5.9836,BaseModel,予測5
2010-02-26,"[0, 1, 7]","[1, 2, 2]",1,はずれ,5.8688,BaseModel,予測1
2010-02-26,"[1, 2, 7]","[1, 2, 2]",2,はずれ,6.09,BaseModel,予測2
2010-02-26,"[1, 2, 8]","[1, 2, 2]",2,はずれ,6.0585,BaseModel,予測3
2010-02-26,"[1, 5, 9]","[1, 2, 2]",1,はずれ,5.9801,BaseModel,予測4
2010-02-26,"[0, 1, 2]","[1, 2, 2]",2,はずれ,5.9472,BaseModel,予測5
2010-03-01,"[3, 4, 9]","[9, 6, 3]",2,はずれ,6.0557,BaseModel,予測1
2010-03-01,"[3, 7, 8]","[9, 6, 3]",1,はずれ,6.118,BaseModel,予測2
2010-03-01,"[2, 6, 8]","[9, 6, 3]",1,はずれ,6.0627,BaseModel,予測3
2010-03-01,"[3, 4, 8]","[9, 6, 3]",1,はずれ,5.9717,BaseModel,予測4
2010-03-01,"[2, 5, 7]","[9, 6, 3]",0,はずれ,5.9612,BaseModel,予測5
2010-03-02,"[1, 2, 8]","[8, 5, 6]",1,はずれ,6.0984,BaseModel,予測1
2010-03-02,"[1, 2, 7]","[8, 5, 6]",0,はずれ,6.0963,BaseModel,予測2
2010-03-02,"[2, 7, 8]","[8, 5, 6]",1,はずれ,6.0795,BaseModel,予測3
2010-03-02,"[2, 6, 7]","[8, 5, 6]",1,はずれ,5.9969,BaseModel,予測4
2010-03-02,"[2, 5, 7]","[8, 5, 6]",1,はずれ,5.9941,BaseModel,予測5
2010-03-03,"[0, 3, 9]","[5, 8, 1]",0,はずれ,6.0305,BaseModel,予測1
2010-03-03,"[1, 5, 8]","[5, 8, 1]",3,ボックス,6.5527,BaseModel,予測2
2010-03-03,"[1, 2, 9]","[5, 8, 1]",1,はずれ,6.1516,BaseModel,予測3
2010-03-03,"[1, 2, 8]","[5, 8, 1]",2,はずれ,6.0669,BaseModel,予測4
2010-03-03,"[0, 1, 2]","[5, 8, 1]",1,はずれ,5.9535,BaseModel,予測5
2010-03-04,"[4, 6, 7]","[3, 3, 4]",1,はずれ,5.9031,BaseModel,予測1
2010-03-04,"[3, 3, 4]","[3, 3, 4]",2,ストレート,6.5457,BaseModel,予測2
2010-03-04,"[2, 3, 7]","[3, 3, 4]",1,はずれ,6.1355,BaseModel,予測3
2010-03-04,"[3, 6, 7]","[3, 3, 4]",1,はずれ,5.9731,BaseModel,予測4
2010-03-04,"[0, 1, 2]","[3, 3, 4]",0,はずれ,5.9556,BaseModel,予測5
2010-03-05,"[5, 6, 7]","[0, 6, 6]",1,はずれ,5.9031,BaseModel,予測1
2010-03-05,"[2, 7, 8]","[0, 6, 6]",0,はずれ,6.1173,BaseModel,予測2
2010-03-05,"[2, 6, 8]","[0, 6, 6]",1,はずれ,6.1047,BaseModel,予測3
2010-03-05,"[2, 5, 9]","[0, 6, 6]",0,はずれ,6.0858,BaseModel,予測4
2010-03-05,"[1, 7, 9]","[0, 6, 6]",0,はずれ,6.0375,BaseModel,予測5
2010-03-08,"[3, 4, 7]","[1, 1, 7]",1,はずれ,5.9451,BaseModel,予測1
2010-03-08,"[2, 3, 7]","[1, 1, 7]",1,はずれ,6.1397,BaseModel,予測2
2010-03-08,"[2, 7, 8]","[1, 1, 7]",1,はずれ,6.1173,BaseModel,予測3
2010-03-08,"[1, 2, 8]","[1, 1, 7]",1,はずれ,6.0711,BaseModel,予測4
2010-03-09,"[0, 2, 3]","[6, 4, 0]",1,はずれ,5.9983,BaseModel,予測1
2010-03-09,"[0, 4, 6]","[6, 4, 0]",3,ボックス,6.4057,BaseModel,予測2
2010-03-09,"[2, 3, 8]","[6, 4, 0]",0,はずれ,6.2125,BaseModel,予測3
2010-03-09,"[1, 2, 8]","[6, 4, 0]",0,はずれ,6.0753,BaseModel,予測4
2010-03-09,"[3, 5, 6]","[6, 4, 0]",1,はずれ,5.9346,BaseModel,予測5
2010-03-10,"[2, 3, 7]","[8, 4, 8]",0,はずれ,6.1418,BaseModel,予測1
2010-03-10,"[2, 6, 9]","[8, 4, 8]",0,はずれ,6.1257,BaseModel,予測2
2010-03-10,"[2, 7, 8]","[8, 4, 8]",1,はずれ,6.1194,BaseModel,予測3
2010-03-10,"[1, 2, 8]","[8, 4, 8]",1,はずれ,6.0753,BaseModel,予測4
2010-03-10,"[1, 3, 8]","[8, 4, 8]",1,はずれ,6.0536,BaseModel,予測5
2010-03-11,"[5, 6, 7]","[4, 8, 4]",0,はずれ,5.9115,BaseModel,予測1
2010-03-11,"[2, 6, 9]","[4, 8, 4]",0,はずれ,6.16,BaseModel,予測2
2010-03-11,"[2, 3, 6]","[4, 8, 4]",0,はずれ,6.1327,BaseModel,予測3
2010-03-11,"[2, 3, 5]","[4, 8, 4]",0,はずれ,6.0263,BaseModel,予測4
2010-03-11,"[4, 6, 8]","[4, 8, 4]",2,はずれ,5.9591,BaseModel,予測5
2010-03-12,"[2, 3, 9]","[5, 2, 7]",1,はずれ,6.1936,BaseModel,予測1
2010-03-12,"[2, 3, 6]","[5, 2, 7]",1,はずれ,6.1327,BaseModel,予測2
2010-03-12,"[2, 4, 9]","[5, 2, 7]",1,はずれ,6.0963,BaseModel,予測3
2010-03-12,"[1, 4, 8]","[5, 2, 7]",0,はずれ,5.9633,BaseModel,予測4
2010-03-15,"[1, 4, 9]","[1, 5, 7]",1,はずれ,6.0053,BaseModel,予測1
2010-03-15,"[1, 5, 7]","[1, 5, 7]",3,ストレート,6.4918,BaseModel,予測2
2010-03-15,"[3, 6, 8]","[1, 5, 7]",0,はずれ,6.1285,BaseModel,予測3
2010-03-15,"[4, 8, 9]","[1, 5, 7]",0,はずれ,6.1257,BaseModel,予測4
2010-03-15,"[6, 7, 9]","[1, 5, 7]",1,はずれ,6.048,BaseModel,予測5
2010-03-16,"[0, 3, 6]","[4, 4, 3]",1,はずれ,5.9115,BaseModel,予測1
2010-03-16,"[3, 4, 4]","[4, 4, 3]",2,ボックス,6.4967,BaseModel,予測2
2010-03-16,"[2, 5, 9]","[4, 4, 3]",0,はずれ,6.0921,BaseModel,予測3
2010-03-16,"[0, 2, 8]","[4, 4, 3]",0,はずれ,6.0536,BaseModel,予測4
2010-03-16,"[1, 5, 9]","[4, 4, 3]",0,はずれ,6.0011,BaseModel,予測5
2010-03-17,"[2, 5, 7]","[7, 1, 4]",1,はずれ,6.0109,BaseModel,予測1
2010-03-17,"[1, 4, 7]","[7, 1, 4]",3,ボックス,6.5107,BaseModel,予測2
2010-03-17,"[2, 6, 9]","[7, 1, 4]",0,はずれ,6.1278,BaseModel,予測3
2010-03-17,"[0, 2, 8]","[7, 1, 4]",0,はずれ,6.0536,BaseModel,予測4
2010-03-17,"[1, 6, 8]","[7, 1, 4]",1,はずれ,6.0284,BaseModel,予測5
2010-03-18,"[2, 6, 8]","[9, 2, 1]",1,はずれ,6.1194,BaseModel,予測1
2010-03-18,"[1, 2, 9]","[9, 2, 1]",3,ボックス,6.7669,BaseModel,予測2
2010-03-18,"[2, 3, 8]","[9, 2, 1]",1,はずれ,6.223,BaseModel,予測3
2010-03-18,"[0, 2, 9]","[9, 2, 1]",2,はずれ,6.0963,BaseModel,予測4
2010-03-18,"[3, 5, 9]","[9, 2, 1]",1,はずれ,6.0704,BaseModel,予測5
2010-03-19,"[0, 5, 6]","[8, 1, 0]",1,はずれ,5.8415,BaseModel,予測1
2010-03-19,"[3, 7, 8]","[8, 1, 0]",1,はずれ,6.146,BaseModel,予測2
2010-03-19,"[6, 7, 9]","[8, 1, 0]",0,はずれ,6.0543,BaseModel,予測3
2010-03-19,"[1, 2, 6]","[8, 1, 0]",1,はずれ,6.0074,BaseModel,予測4
2010-03-19,"[0, 6, 7]","[8, 1, 0]",1,はずれ,5.8597,BaseModel,予測5
2010-03-22,"[2, 3, 7]","[5, 0, 7]",1,はずれ,6.1544,BaseModel,予測1
2010-03-22,"[6, 8, 9]","[5, 0, 7]",0,はずれ,6.1257,BaseModel,予測2
2010-03-22,"[3, 4, 9]","[5, 0, 7]",0,はずれ,6.0858,BaseModel,予測3
2010-03-22,"[2, 4, 6]","[5, 0, 7]",0,はずれ,6.013,BaseModel,予測4
2010-03-22,"[1, 6, 8]","[5, 0, 7]",0,はずれ,6.0032,BaseModel,予測5
2010-03-23,"[1, 8, 9]","[9, 9, 9]",1,はずれ,6.1663,BaseModel,予測1
2010-03-23,"[1, 2, 8]","[9, 9, 9]",0,はずれ,6.1299,BaseModel,予測2
2010-03-23,"[2, 6, 8]","[9, 9, 9]",0,はずれ,6.1236,BaseModel,予測3
2010-03-23,"[1, 5, 9]","[9, 9, 9]",1,はずれ,6.0116,BaseModel,予測4
2010-03-23,"[0, 1, 2]","[9, 9, 9]",0,はずれ,5.9815,BaseModel,予測5
2010-03-24,"[6, 7, 8]","[9, 8, 6]",2,はずれ,6.0473,BaseModel,予測1
2010-03-24,"[6, 8, 9]","[9, 8, 6]",3,ボックス,6.769,BaseModel,予測2
2010-03-24,"[1, 2, 3]","[9, 8, 6]",0,はずれ,6.146,BaseModel,予測3
2010-03-24,"[1, 7, 8]","[9, 8, 6]",1,はずれ,6.0536,BaseModel,予測4
2010-03-24,"[0, 1, 7]","[9, 8, 6]",0,はずれ,5.8723,BaseModel,予測5
2010-03-25,"[2, 5, 7]","[2, 2, 9]",1,はずれ,6.0193,BaseModel,予測1
2010-03-25,"[2, 2, 9]","[2, 2, 9]",2,ストレート,6.881,BaseModel,予測2
2010-03-25,"[1, 2, 3]","[2, 2, 9]",1,はずれ,6.146,BaseModel,予測3
2010-03-25,"[0, 1, 2]","[2, 2, 9]",1,はずれ,5.9815,BaseModel,予測4
2010-03-25,"[1, 4, 6]","[2, 2, 9]",0,はずれ,5.8961,BaseModel,予測5
2010-03-26,"[0, 4, 6]","[8, 6, 0]",2,はずれ,5.8604,BaseModel,予測1
2010-03-26,"[1, 3, 9]","[8, 6, 0]",0,はずれ,6.0921,BaseModel,予測2
2010-03-26,"[1, 3, 8]","[8, 6, 0]",1,はずれ,6.0417,BaseModel,予測3
2010-03-26,"[0, 2, 3]","[8, 6, 0]",1,はずれ,6.0151,BaseModel,予測4
2010-03-26,"[3, 6, 7]","[8, 6, 0]",1,はずれ,5.9983,BaseModel,予測5
2010-03-29,"[1, 4, 7]","[6, 5, 9]",0,はずれ,5.943,BaseModel,予測1
2010-03-29,"[2, 3, 7]","[6, 5, 9]",0,はずれ,6.0942,BaseModel,予測2
2010-03-29,"[1, 5, 9]","[6, 5, 9]",2,ミニ,6.0557,BaseModel,予測3
2010-03-29,"[2, 3, 4]","[6, 5, 9]",0,はずれ,6.0536,BaseModel,予測4
2010-03-29,"[1, 7, 8]","[6, 5, 9]",0,はずれ,6.0249,BaseModel,予測5
2010-03-30,"[3, 4, 7]","[4, 6, 3]",2,はずれ,5.9731,BaseModel,予測1
2010-03-30,"[3, 4, 6]","[4, 6, 3]",3,ボックス,6.5457,BaseModel,予測2
2010-03-30,"[2, 3, 8]","[4, 6, 3]",1,はずれ,6.1684,BaseModel,予測3
2010-03-30,"[0, 1, 3]","[4, 6, 3]",1,はずれ,5.9262,BaseModel,予測4
2010-03-30,"[0, 4, 6]","[4, 6, 3]",2,はずれ,5.8345,BaseModel,予測5
2010-03-31,"[1, 2, 8]","[6, 9, 8]",1,はずれ,6.1383,BaseModel,予測1
2010-03-31,"[6, 8, 9]","[6, 9, 8]",3,ボックス,6.79,BaseModel,予測2
2010-03-31,"[2, 7, 8]","[6, 9, 8]",1,はずれ,6.2167,BaseModel,予測3
2010-03-31,"[7, 8, 9]","[6, 9, 8]",2,はずれ,6.1936,BaseModel,予測4
2010-03-31,"[4, 7, 9]","[6, 9, 8]",1,はずれ,6.048,BaseModel,予測5
2010-04-01,"[0, 2, 7]","[8, 6, 2]",1,はずれ,5.9983,BaseModel,予測1
2010-04-01,"[2, 6, 8]","[8, 6, 2]",3,ボックス,6.7459,BaseModel,予測2
2010-04-01,"[7, 8, 9]","[8, 6, 2]",1,はずれ,6.1642,BaseModel,予測3
2010-04-01,"[2, 3, 7]","[8, 6, 2]",1,はずれ,6.1628,BaseModel,予測4
2010-04-01,"[3, 7, 8]","[8, 6, 2]",1,はずれ,6.0585,BaseModel,予測5
2010-04-02,"[0, 5, 7]","[8, 4, 8]",0,はずれ,5.8688,BaseModel,予測1
2010-04-02,"[3, 7, 9]","[8, 4, 8]",0,はずれ,6.2104,BaseModel,予測2
2010-04-02,"[1, 8, 9]","[8, 4, 8]",1,はずれ,6.1558,BaseModel,予測3
2010-04-02,"[2, 7, 8]","[8, 4, 8]",1,はずれ,6.1215,BaseModel,予測4
2010-04-02,"[1, 7, 8]","[8, 4, 8]",1,はずれ,6.0291,BaseModel,予測5
2010-04-05,"[2, 5, 6]","[2, 5, 8]",2,はずれ,6.0242,BaseModel,予測1
2010-04-05,"[2, 3, 9]","[2, 5, 8]",1,はずれ,6.2258,BaseModel,予測2
2010-04-05,"[1, 4, 8]","[2, 5, 8]",1,はずれ,5.9969,BaseModel,予測3
2010-04-05,"[1, 2, 5]","[2, 5, 8]",2,はずれ,5.9843,BaseModel,予測4
2010-04-05,"[0, 2, 3]","[2, 5, 8]",1,はずれ,3.3047,BaseModel,予測5
2010-04-06,"[1, 4, 9]","[6, 3, 8]",0,はずれ,6.0746,BaseModel,予測1
2010-04-06,"[3, 6, 8]","[6, 3, 8]",3,ボックス,6.692,BaseModel,予測2
2010-04-06,"[6, 7, 9]","[6, 3, 8]",1,はずれ,6.1173,BaseModel,予測3
2010-04-06,"[0, 1, 2]","[6, 3, 8]",0,はずれ,5.992,BaseModel,予測4
2010-04-06,"[0, 6, 7]","[6, 3, 8]",1,はずれ,5.9136,BaseModel,予測5
2010-04-07,"[1, 2, 9]","[4, 4, 8]",0,はずれ,6.1957,BaseModel,予測1
2010-04-07,"[2, 7, 9]","[4, 4, 8]",0,はずれ,6.2748,BaseModel,予測2
2010-04-07,"[1, 5, 9]","[4, 4, 8]",0,はずれ,6.0641,BaseModel,予測3
2010-04-07,"[1, 2, 4]","[4, 4, 8]",1,はずれ,6.0326,BaseModel,予測4
2010-04-07,"[4, 6, 8]","[4, 4, 8]",2,はずれ,6.0095,BaseModel,予測5
2010-04-08,"[2, 5, 6]","[6, 4, 3]",1,はずれ,6.0305,BaseModel,予測1
2010-04-08,"[3, 4, 6]","[6, 4, 3]",3,ボックス,6.5688,BaseModel,予測2
2010-04-08,"[2, 6, 9]","[6, 4, 3]",1,はずれ,6.2041,BaseModel,予測3
2010-04-08,"[3, 4, 9]","[6, 4, 3]",2,はずれ,6.0795,BaseModel,予測4
2010-04-08,"[4, 5, 9]","[6, 4, 3]",1,はずれ,6.0095,BaseModel,予測5
2010-04-09,"[5, 8, 9]","[6, 2, 9]",1,はずれ,6.1642,BaseModel,予測1
2010-04-09,"[2, 6, 9]","[6, 2, 9]",3,ボックス,6.8138,BaseModel,予測2
2010-04-09,"[2, 7, 8]","[6, 2, 9]",1,はずれ,6.2363,BaseModel,予測3
2010-04-09,"[2, 3, 9]","[6, 2, 9]",2,はずれ,6.1978,BaseModel,予測4
2010-04-12,"[3, 7, 8]","[6, 9, 6]",0,はずれ,6.1761,BaseModel,予測1
2010-04-12,"[1, 2, 3]","[6, 9, 6]",0,はずれ,6.0963,BaseModel,予測2
2010-04-12,"[2, 3, 6]","[6, 9, 6]",1,はずれ,6.0753,BaseModel,予測3
